Title,Date
"Ragnarok: Seizoen 2: Je hebt alleen maar liefde nodig","17-07-21"
"Ragnarok: Seizoen 2: Leer jezelf kennen","16-07-21"
"Ragnarok: Seizoen 2: God is God, ook al heeft iedereen de dood geproefd","16-07-21"
"Ragnarok: Seizoen 2: De macht aan het volk","16-07-21"
"Ragnarok: Seizoen 2: Wat is er met de lieve, oude vrouw gebeurd?","16-07-21"
"Bloodshot","16-07-21"
"Ragnarok: Seizoen 2: Wapenbroeders","15-07-21"
"Ragnarok: Seizoen 1: Ja, wij houden van dit land","15-07-21"
"Ragnarok: Seizoen 1: Atoomnummer 48","15-07-21"
"Ragnarok: Seizoen 1: Ginnungagap","14-07-21"
"Ragnarok: Seizoen 1: Jutulheim","14-07-21"
"Ragnarok: Seizoen 1: 541 meter","14-07-21"
"Ragnarok: Seizoen 1: Nieuwe jongen","14-07-21"
"Case: Aflevering 1","11-07-21"
"The Lord of the Rings: The Fellowship of the Ring","09-07-21"
"Xtremo","09-07-21"
"Shadow: Snow Globe Killer","08-07-21"
"Shadow: Mary's Blackmail","08-07-21"
"Sophie: A Murder in West Cork: Miniserie: The World Turned Upside Down","08-07-21"
"Katla: Ik ben jou","07-07-21"
"Katla: De steen","07-07-21"
"Katla: Gríma","07-07-21"
"Katla: Noordelijke winden","07-07-21"
"Katla: Dit is hem niet","06-07-21"
"Katla: De moeder","06-07-21"
"Katla: Ása","05-07-21"
"Katla: Van onder de gletsjer","05-07-21"
"Le nouveau protocole","05-07-21"
"Mystic River","01-07-21"
"Law Abiding Citizen","01-07-21"
"Il Commissario Montalbano: La piramide di fango","30-06-21"
"Donnie Brasco","30-06-21"
"Il Commissario Montalbano: Come voleva la prassi","29-06-21"
"Fatherhood","29-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 8: The Battle of Starcourt","26-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 7: The Bite","26-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 6: E Pluribus Unum","25-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 5: The Flayed","25-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 4: The Sauna Test","25-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 3: The Case of the Missing Lifeguard","24-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 2: The Mall Rats","24-06-21"
"Stranger Things: Stranger Things 3: Hoofdstuk 1: Suzie, Do You Copy?","24-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk negen: The Gate","23-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk acht: The Mind Flayer","23-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk zeven: The Lost Sister","23-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk zes: The Spy","22-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk vijf: Dig Dug","22-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk vier: Will the Wise","22-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk drie: The Pollywog","21-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk twee: Trick or Treat, Freak","21-06-21"
"Blood and Bone","21-06-21"
"Stranger Things: Stranger Things 2: Hoofdstuk een: MADMAX","20-06-21"
"Stranger Things: Hoofdstuk 8: The Upside Down","20-06-21"
"Stranger Things: Hoofdstuk 7: The Bathtub","20-06-21"
"Stranger Things: Hoofdstuk 6: The Monster","20-06-21"
"Stranger Things: Hoofdstuk 5: The Flea and the Acrobat","19-06-21"
"Stranger Things: Hoofdstuk 4: The Body","19-06-21"
"Stranger Things: Hoofdstuk 3: Holly, Jolly","19-06-21"
"Stranger Things: Hoofdstuk 2: The Weirdo on Maple St.","18-06-21"
"Stranger Things: Hoofdstuk 1: The Vanishing Of Will Byers","18-06-21"
"Lupin: Deel 2: Hoofdstuk 10","16-06-21"
"Lupin: Deel 2: Hoofdstuk 9","16-06-21"
"Lupin: Deel 2: Hoofdstuk 8","16-06-21"
"Salt","16-06-21"
"Lupin: Deel 2: Hoofdstuk 7","15-06-21"
"Lupin: Deel 2: Hoofdstuk 6","15-06-21"
"Killer Elite","15-06-21"
"Il Commissario Montalbano: Il gatto e il cardellino","11-06-21"
"RED","11-06-21"
"RED 2","09-06-21"
"Black and Blue","08-06-21"
"Vår tid är nu : Seizoen 1: Huisvrouw","07-06-21"
"Vår tid är nu : Seizoen 4: Late zomer","07-06-21"
"Vår tid är nu : Seizoen 4: Hoge zomer","07-06-21"
"Vår tid är nu : Seizoen 4: Midzomer","07-06-21"
"Vår tid är nu : Seizoen 4: Vroege zomer","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 8","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 7","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 6","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 5","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 4","06-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 3","05-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 2","05-06-21"
"Vår tid är nu : Seizoen 3: Aflevering 1","03-06-21"
"I Am All Girls","03-06-21"
" ","03-06-21"
"Survivor","02-06-21"
"Il Commissario Montalbano: La Caccia Al Tesoro","01-06-21"
"Il Commissario Montalbano: La Pazienza Del Ragno","31-05-21"
"Il Commissario Montalbano: Giro Di Boa","30-05-21"
"¿Quién mató a Sara?: Seizoen 2: De twee gezichten van Sara","30-05-21"
"Il Commissario Montalbano: La Luna Di Carta","27-05-21"
"John Wick","27-05-21"
"Il Commissario Montalbano: Il Gioco Degli Specchi","24-05-21"
"Il Commissario Montalbano: Una Voce Di Notte","24-05-21"
"Ferry","16-05-21"
"Vexed: Aflevering 2","15-05-21"
"Duisburg - Linea di sangue","13-05-21"
"Il Commissario Montalbano: Il Sorriso Di Angelica","13-05-21"
"Rambo: First Blood","13-05-21"
"Il Commissario Montalbano: Il senso del tatto","10-05-21"
"Il Commissario Montalbano: Un Covo Di Vipere","09-05-21"
"Il Commissario Montalbano: Il Gioco Delle Tre Carte","08-05-21"
"Il Commissario Montalbano: Par Condicio","08-05-21"
"Il Commissario Montalbano: Il ladro di merendine","06-05-21"
"Peaky Blinders: Seizoen 1: Aflevering 1","06-05-21"
"Vexed: Aflevering 1","05-05-21"
"The Innocent: Miniserie: Aflevering 1","05-05-21"
"¿Quién mató a Sara?: Seizoen 1: Twee graven","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: De wereld zien branden","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: Waar dromen uitkomen","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: Angst en schuldgevoel","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: Jagen","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: Levensverzekering","04-05-21"
"Edge of Darkness","04-05-21"
"¿Quién mató a Sara?: Seizoen 1: Het monster van de familie","03-05-21"
"¿Quién mató a Sara?: Seizoen 1: Liefs, Sara","03-05-21"
"¿Quién mató a Sara?: Seizoen 1: Slechte mensen","03-05-21"
"¿Quién mató a Sara?: Seizoen 1: Het was geen vergissing","03-05-21"
"Fatma: Vallen","02-05-21"
"Fatma: Raamzijde","02-05-21"
"Fatma: Moeders en zonen","02-05-21"
"Fatma: Kijk me aan","02-05-21"
"Fatma: Stof","02-05-21"
"Fatma: Zwaartekracht","02-05-21"
"Shadow and Bone: Seizoen 1: No Mourners","02-05-21"
"Shadow and Bone: Seizoen 1: The Unsea","02-05-21"
"Shadow and Bone: Seizoen 1: The Heart Is an Arrow","02-05-21"
"Shadow and Bone: Seizoen 1: Show Me Who You Are","01-05-21"
"Shadow and Bone: Seizoen 1: Otkazat’sya","01-05-21"
"Shadow and Bone: Seizoen 1: The Making at the Heart of the World","01-05-21"
"Shadow and Bone: Seizoen 1: We’re All Someone’s Monster","01-05-21"
"Shadow and Bone: Seizoen 1: Een felle lichtstraal","01-05-21"
"Fargo: Seizoen 3: Somebody to Love","30-04-21"
"Fargo: Seizoen 3: Aporia","30-04-21"
"Fargo: Seizoen 3: Who Rules the Land of Denial?","30-04-21"
"Rambo III","30-04-21"
"Sniper: Assassin's End","30-04-21"
"Fargo: Seizoen 3: The Law of Inevitability","29-04-21"
"Fargo: Seizoen 3: The Lord of No Mercy","29-04-21"
"Fargo: Seizoen 3: The House of Special Purpose","29-04-21"
"Fargo: Seizoen 3: The Narrow Escape Problem","28-04-21"
"Fargo: Seizoen 3: The Law of Non-Contradiction","28-04-21"
"Fargo: Seizoen 3: The Principle of Restricted Choice","27-04-21"
"Fargo: Seizoen 3: The Law of Vacant Places","27-04-21"
"Fargo: Seizoen 2: Palindrome","25-04-21"
"Fargo: Seizoen 2: The Castle","25-04-21"
"Fargo: Seizoen 2: Loplop","25-04-21"
"Fargo: Seizoen 2: Did You Do This? No, You Did It!","24-04-21"
"Fargo: Seizoen 2: Rhinoceros","24-04-21"
"Fargo: Seizoen 2: The Gift of the Maji","24-04-21"
"Fargo: Seizoen 2: Fear and Trembling","24-04-21"
"Fargo: Seizoen 2: The Myth of Sysiphus","24-04-21"
"Fargo: Seizoen 2: Before the Law","23-04-21"
"Fargo: Seizoen 2: Waiting for Dutch","23-04-21"
"Fargo: Morton's Fork","22-04-21"
"Fargo: A Fox, a Rabbit and a Cabbage","22-04-21"
"Fargo: The Heap","21-04-21"
"Fargo: Who Shaves the Barber?","21-04-21"
"Fargo: Buridan's Ass","20-04-21"
"Fargo: The Six Ungraspables","20-04-21"
"Fargo: Eating the Blame","20-04-21"
"Fargo: A Muddy Road","19-04-21"
"Fargo: The Rooster Prince","19-04-21"
"Fargo: The Crocodile's Dilemma","19-04-21"
"New Amsterdam: Seizoen 2: A Matter of Seconds","18-04-21"
"New Amsterdam: Seizoen 2: Liftoff","18-04-21"
"New Amsterdam: Seizoen 2: Perspectives","18-04-21"
"New Amsterdam: Seizoen 2: Double Blind","18-04-21"
"New Amsterdam: Seizoen 2: Sabbath","18-04-21"
"New Amsterdam: Seizoen 2: In the Graveyard","17-04-21"
"New Amsterdam: Seizoen 2: 14 Years, 2 Months, 8 Days","17-04-21"
"New Amsterdam: Seizoen 2: Hiding Behind My Smile","17-04-21"
"New Amsterdam: Seizoen 2: Code Silver","17-04-21"
"New Amsterdam: Seizoen 2: The Island","17-04-21"
"New Amsterdam: Seizoen 2: What the Heart Wants","17-04-21"
"New Amsterdam: Seizoen 2: Good Soldiers","16-04-21"
"New Amsterdam: Seizoen 2: Righteous Right Hand","16-04-21"
"New Amsterdam: Seizoen 2: The Karman Line","16-04-21"
"New Amsterdam: Seizoen 2: The Denominator","15-04-21"
"New Amsterdam: Seizoen 2: Replacement","14-04-21"
"New Amsterdam: Seizoen 2: The Big Picture","14-04-21"
"New Amsterdam: Seizoen 2: Your Turn","14-04-21"
"New Amsterdam: Seizoen 1: Luna","14-04-21"
"New Amsterdam: Seizoen 1: This Is Not the End","13-04-21"
"New Amsterdam: Seizoen 1: Preventable","13-04-21"
"New Amsterdam: Seizoen 1: Happy Place","13-04-21"
"New Amsterdam: Seizoen 1: Five Miles West","12-04-21"
"New Amsterdam: Seizoen 1: Sanctuary","12-04-21"
"New Amsterdam: Seizoen 1: King of Swords","12-04-21"
"New Amsterdam: Seizoen 1: Croaklahoma","12-04-21"
"New Amsterdam: Seizoen 1: The Forsaken","11-04-21"
"New Amsterdam: Seizoen 1: The Blues","11-04-21"
"New Amsterdam: Seizoen 1: Anima Sola","11-04-21"
"New Amsterdam: Seizoen 1: A Seat at the Table","11-04-21"
"New Amsterdam: Seizoen 1: Six or Seven Minutes","11-04-21"
"New Amsterdam: Seizoen 1: As Long as It Takes","11-04-21"
"New Amsterdam: Seizoen 1: Three Dots","11-04-21"
"New Amsterdam: Seizoen 1: Domino Effect","11-04-21"
"New Amsterdam: Seizoen 1: Anthropocene","11-04-21"
"Wild Card","11-04-21"
"The Serpent: Miniserie: Aflevering 8","05-04-21"
"The Serpent: Miniserie: Aflevering 7","05-04-21"
"The Serpent: Miniserie: Aflevering 6","05-04-21"
"The Serpent: Miniserie: Aflevering 5","05-04-21"
"The Serpent: Miniserie: Aflevering 4","05-04-21"
"The Serpent: Miniserie: Aflevering 3","05-04-21"
"The Serpent: Miniserie: Aflevering 2","05-04-21"
"The Serpent: Miniserie: Aflevering 1","05-04-21"
"Hacksaw Ridge","05-04-21"
"Glory","03-04-21"
"Parker","03-04-21"
"Honest Thief","02-04-21"
"The Mask of Zorro","02-04-21"
"New Amsterdam: Seizoen 1: Cavitation","31-03-21"
"New Amsterdam: Seizoen 1: Boundaries","31-03-21"
"New Amsterdam: Seizoen 1: Every Last Minute","30-03-21"
"New Amsterdam: Seizoen 1: Rituals","30-03-21"
"New Amsterdam: Seizoen 1: Pilot","30-03-21"
"Ginny & Georgia: Seizoen 1: The Worst Betrayal Since Jordyn and Kylie","29-03-21"
"Ginny & Georgia: Seizoen 1: Feelings Are Hard","29-03-21"
"Ginny & Georgia: Seizoen 1: Check One, Check Other","29-03-21"
"Ginny & Georgia: Seizoen 1: Happy Sweet Sixteen, Jerk","24-03-21"
"Ginny & Georgia: Seizoen 1: I’m Triggered","24-03-21"
"Ginny & Georgia: Seizoen 1: Boo, Bitch","24-03-21"
"Ginny & Georgia: Seizoen 1: Lydia Bennett is Hundo A Feminist","23-03-21"
"Ginny & Georgia: Seizoen 1: Next Level Rich People Shit","23-03-21"
"Ginny & Georgia: Seizoen 1: It's A Face Not A Mask","23-03-21"
"Mitten in Deutschland: NSU: De daders","23-03-21"
"Marvel's Iron Fist: Seizoen 2: A Duel of Iron","21-03-21"
"Marvel's Iron Fist: Seizoen 2: War Without End","21-03-21"
"Marvel's Iron Fist: Seizoen 2: Citadel on the Edge of Vengeance","21-03-21"
"Marvel's Iron Fist: Seizoen 2: Morning of the Mindstorm","21-03-21"
"Marvel's Iron Fist: Seizoen 2: The Dragon Dies at Dawn","19-03-21"
"Marvel's Iron Fist: Seizoen 2: Heart of the Dragon","19-03-21"
"Marvel's Iron Fist: Seizoen 2: Target: Iron Fist","19-03-21"
"Marvel's Iron Fist: Seizoen 2: This Deadly Secret...","19-03-21"
"Marvel's Iron Fist: Seizoen 2: The City's Not For Burning","18-03-21"
"Marvel's Iron Fist: Seizoen 2: The Fury of Iron Fist","18-03-21"
"Marvel's Iron Fist: Dragon Plays with Fire","17-03-21"
"Marvel's Iron Fist: Bar the Big Boss","17-03-21"
"Marvel's Iron Fist: Lead Horse Back to Stable","17-03-21"
"Marvel's Iron Fist: Black Tiger Steals Heart","16-03-21"
"Marvel's Iron Fist: The Mistress of All Agonies","16-03-21"
"Marvel's Iron Fist: The Blessing of Many Fractures","16-03-21"
"Marvel's Iron Fist: Felling Tree with Roots","16-03-21"
"Marvel's Iron Fist: Immortal Emerges from Cave","13-03-21"
"Marvel's Iron Fist: Under Leaf Pluck Lotus","13-03-21"
"Marvel's Iron Fist: Eight Diagram Dragon Palm","12-03-21"
"Marvel's Iron Fist: Rolling Thunder Cannon Punch","12-03-21"
"Taken 2","12-03-21"
"Marvel's Iron Fist: Shadow Hawk Takes Flight","11-03-21"
"Marvel's Iron Fist: Snow Gives Way","11-03-21"
"When Calls the Heart: Seizoen 6: Two of Hearts","11-03-21"
"When Calls the Heart: Seizoen 6: A Call from the Past","10-03-21"
"When Calls the Heart: Seizoen 6: Hope is with the Heart","10-03-21"
"When Calls the Heart: Seizoen 6: Disputing Hearts","10-03-21"
"When Calls the Heart: Seizoen 6: Surprise","10-03-21"
"When Calls the Heart: Seizoen 6: Heart of a Mountie","10-03-21"
"Sentinelle","10-03-21"
"When Calls the Heart: Seizoen 6: A Vote of Confidence","08-03-21"
"When Calls the Heart: Seizoen 6: The Queen of Hearts","08-03-21"
"When Calls the Heart: Seizoen 6: Phone Rings and Heartstrings","08-03-21"
"When Calls the Heart: Seizoen 6: The Greatest Christmas Blessing: Part 2","08-03-21"
"When Calls the Heart: Seizoen 6: The Greatest Christmas Blessing: Part 1","07-03-21"
"When Calls the Heart: Seizoen 5: Close to My Heart","07-03-21"
"When Calls the Heart: Seizoen 5: In My Dreams","07-03-21"
"When Calls the Heart: Seizoen 5: Weather the Storm","07-03-21"
"When Calls the Heart: Seizoen 5: Heart of the Matter","07-03-21"
"When Calls the Heart: Seizoen 5: Love and Marriage","07-03-21"
"When Calls the Heart: Seizoen 5: My Heart Is Yours","07-03-21"
"When Calls the Heart: Seizoen 5: Open Hearts","07-03-21"
"When Calls the Heart: Seizoen 5: Home Is Where the Heart Is","07-03-21"
"When Calls the Heart: Seizoen 5: Hearts and Minds","07-03-21"
"When Calls the Heart: Seizoen 5: Believing","06-03-21"
"When Calls the Heart: Seizoen 5: A Christmas Homecoming: Deel 2","06-03-21"
"When Calls the Heart: Seizoen 5: A Christmas Homecoming: Deel 1","06-03-21"
"When Calls the Heart: Seizoen 4: Heart of a Fighter","06-03-21"
"When Calls the Heart: Seizoen 4: Heart of a Secret","06-03-21"
"When Calls the Heart: Seizoen 4: Courageous Hearts","06-03-21"
"When Calls the Heart: Seizoen 4: Healing Heart","06-03-21"
"When Calls the Heart: Seizoen 4: My Heart Will Go On","03-03-21"
"When Calls the Heart: Seizoen 4: Heart of a Teacher","03-03-21"
"When Calls the Heart: Seizoen 4: Change of Heart","03-03-21"
"When Calls the Heart: Seizoen 4: The Heart of the Community","03-03-21"
"When Calls the Heart: Seizoen 4: Heart of Truth","03-03-21"
"When Calls the Heart: Seizoen 4: Words from the Heart","02-03-21"
"When Calls the Heart: Seizoen 4: The Heart of Christmas: Deel 2","02-03-21"
"When Calls the Heart: Seizoen 4: The Heart of Christmas: Deel 1","02-03-21"
"When Calls the Heart: Seizoen 3: Prayers from the Heart","02-03-21"
"When Calls the Heart: Seizoen 3: Hearts in Question","01-03-21"
"When Calls the Heart: Seizoen 3: Heartbreak","01-03-21"
"When Calls the Heart: Seizoen 3: Forever in My Heart","01-03-21"
"When Calls the Heart: Seizoen 3: A Gentle Heart","01-03-21"
"When Calls the Heart: Seizoen 3: Heart of a Hero","28-02-21"
"When Calls the Heart: Seizoen 3: A Time to Speak","28-02-21"
"When Calls the Heart: Seizoen 3: Troubled Hearts","28-02-21"
"When Calls the Heart: Seizoen 3: It Begins with Heart, Deel 2","28-02-21"
"When Calls the Heart: Seizoen 3: It Begins with Heart, Deel 1","28-02-21"
"When Calls the Heart: Seizoen 2: With All My Heart","27-02-21"
"When Calls the Heart: Seizoen 2: Follow Your Heart","27-02-21"
"When Calls the Heart: Seizoen 2: Coming Together, Coming Apart","27-02-21"
"When Calls the Heart: Seizoen 2: Heart and Home","27-02-21"
"When Calls the Heart: Seizoen 2: Awakenings & Revelations","27-02-21"
"When Calls the Heart: Seizoen 2: Heart of the Family","25-02-21"
"When Calls the Heart: Seizoen 2: Heart's Desire","25-02-21"
"When Calls the Heart: Seizoen 2: Heart and Soul","25-02-21"
"When Calls the Heart: Seizoen 2: Trials of the Heart: Deel 2","25-02-21"
"When Calls the Heart: Seizoen 2: Trials of the Heart: Deel 1","25-02-21"
"News of the World","24-02-21"
"When Calls the Heart: Seizoen 1: Prelude to a Kiss","23-02-21"
"When Calls the Heart: Seizoen 1: Rules of Engagement","23-02-21"
"When Calls the Heart: Seizoen 1: Love Comes First","23-02-21"
"When Calls the Heart: Seizoen 1: Change of Heart","23-02-21"
"When Calls the Heart: Seizoen 1: Perils of the Soloists","22-02-21"
"When Calls the Heart: Seizoen 1: Second Chances","22-02-21"
"When Calls the Heart: Seizoen 1: These Games","22-02-21"
"When Calls the Heart: Seizoen 1: The Dance","21-02-21"
"When Calls the Heart: Seizoen 1: Secret and Lies","21-02-21"
"When Calls the Heart: Seizoen 1: A Telling Silence","19-02-21"
"When Calls the Heart: Seizoen 1: Cease and Desist","19-02-21"
"When Calls the Heart: Seizoen 1: Lost and Found","19-02-21"
"The English Game: Aflevering 6","17-02-21"
"The English Game: Aflevering 5","17-02-21"
"The English Game: Aflevering 4","17-02-21"
"The English Game: Aflevering 3","17-02-21"
"The English Game: Aflevering 2","16-02-21"
"The English Game: Aflevering 1","16-02-21"
"Capitani: Seizoen 1: Het gebeurde op een mooie zomerdag","16-02-21"
"Capitani: Seizoen 1: Vol van de donkere nacht","16-02-21"
"Capitani: Seizoen 1: Ik wist niets van tranen en pijn","16-02-21"
"Capitani: Seizoen 1: Mijn hart was vol vertrouwen","16-02-21"
"Capitani: Seizoen 1: Deze mooie, gouden dromen","16-02-21"
"Capitani: Seizoen 1: En ik ken tegenslag en verdriet","15-02-21"
"Capitani: Seizoen 1: Zo ver bij mij vandaan!","15-02-21"
"Capitani: Seizoen 1: Vreemden zullen moeten accepteren","15-02-21"
"Capitani: Seizoen 1: Geen rust voor de ogen, geen vrede voor het hart","15-02-21"
"Capitani: Seizoen 1: Van kinds af aan","15-02-21"
"Capitani: Seizoen 1: Een kroon van donker hout","15-02-21"
"Capitani: Seizoen 1: Jij, daarboven","15-02-21"
"Mitten in Deutschland: NSU: De rechercheurs","15-02-21"
"Anne met een E: Seizoen 3: De betere gevoelens van mijn hart","13-02-21"
"Anne met een E: Seizoen 3: Een ondoordringbare, angstaanjagende duisternis","13-02-21"
"Anne met een E: Seizoen 3: Een grote, plotse verandering","13-02-21"
"Anne met een E: Seizoen 3: De geest van het goede doet een sterke poging","12-02-21"
"Anne met een E: Seizoen 3: Het toppunt van mijn verlangens","12-02-21"
"Anne met een E: Seizoen 3: Ik ken geen vrees en ben dus sterk","12-02-21"
"Anne met een E: Seizoen 3: Ik hoop je tegen te komen in een andere wereld","12-02-21"
"Anne met een E: Seizoen 3: Wat het vastberaden hart kan tegenhouden","11-02-21"
"Anne met een E: Seizoen 3: In mijn ziel gebeurt iets wat ik niet begrijp","11-02-21"
"Anne met een E: Seizoen 3: Een geheim dat ik wilde ontdekken","11-02-21"
"Anne met een E: Seizoen 2: Het groeiende goed van de wereld","11-02-21"
"Anne met een E: Seizoen 2: Wat we zijn geweest, maakt ons wat we zijn","11-02-21"
"Anne met een E: Seizoen 2: Vechten tegen de waarneming van feiten","11-02-21"
"Anne met een E: Seizoen 2: Het geheugen heeft dezelfde stemmingen als het temperament","11-02-21"
"Anne met een E: Seizoen 2: Ik betwist elke absolute conclusie","11-02-21"
"Anne met een E: Seizoen 2: De beslissende feiten van haar leven","10-02-21"
"Anne met een E: Seizoen 2: De pijnlijke vurigheid van onbeantwoorde hoop","10-02-21"
"Anne met een E: Seizoen 2: Echt kijken gebeurt vanbinnen","10-02-21"
"Anne met een E: Seizoen 2: Tekens zijn kleine meetbare dingen, interpretaties zijn onberekenbaar","10-02-21"
"Anne met een E: Seizoen 2: Jeugd is het seizoen van de hoop","10-02-21"
"Anne met een E: Seizoen 1: Waar u ook bent, daar is mijn thuis","09-02-21"
"Anne met een E: Seizoen 1: Wroeging is het gif des levens","09-02-21"
"Anne met een E: Seizoen 1: Met een strakke knoop aan eenzelfde koord","09-02-21"
"Anne met een E: Seizoen 1: Met een inwendige schat geboren","08-02-21"
"Anne met een E: Seizoen 1: Wat is zo halsstarrig als de jeugd?","08-02-21"
"Anne met een E: Seizoen 1: Ik ben geen vogel, en in geen net gevangen","08-02-21"
"Anne met een E: Seizoen 1: En uw wil moet over uw lot beslissen","08-02-21"
"Overdrive","08-02-21"
"The Fall: Seizoen 3: Their Solitary Way","08-02-21"
"The Fall: Seizoen 3: Wounds of Deadly Hate","07-02-21"
"The Fall: Seizoen 3: The Hell Within Him","07-02-21"
"The Fall: Seizoen 3: The Gates of Light","06-02-21"
"The Fall: Seizoen 3: His Troubled Thoughts","06-02-21"
"The Fall: Seizoen 3: Silence and Suffering","06-02-21"
"The Dig","03-02-21"
"Faster","03-02-21"
"The Sinner: Seizoen 3: Jamie: Deel VIII","02-02-21"
"The Sinner: Seizoen 3: Jamie: Deel VII","02-02-21"
"The Sinner: Seizoen 3: Jamie: Deel VI","01-02-21"
"The Sinner: Seizoen 3: Jamie: Deel V","01-02-21"
"The Sinner: Seizoen 3: Jamie: Deel IV","01-02-21"
"The Sinner: Seizoen 3: Jamie: Deel III","31-01-21"
"The Sinner: Seizoen 3: Jamie: Deel II","31-01-21"
"The Sinner: Seizoen 3: Jamie: Deel I","31-01-21"
"Bajocero","31-01-21"
"Bridgerton: Seizoen 1: Na de regen","31-01-21"
"Bridgerton: Seizoen 1: Een onoverbrugbare afstand","31-01-21"
"Bridgerton: Seizoen 1: Ruisende rokken","30-01-21"
"Bridgerton: Seizoen 1: De ongetrouwde hertog","30-01-21"
"Bridgerton: Seizoen 1: Een kwestie van eer","30-01-21"
"Bridgerton: Seizoen 1: De kunst van het flauwvallen","30-01-21"
"Bridgerton: Seizoen 1: Schok en verrukking","30-01-21"
"Bridgerton: Seizoen 1: Een echte schoonheid","30-01-21"
"Somewhere Between: Miniserie: One Must Die","28-01-21"
"Somewhere Between: Miniserie: Ghost","28-01-21"
"Somewhere Between: Miniserie: Destiny's Child","28-01-21"
"Somewhere Between: Miniserie: The Fourth Man","28-01-21"
"Somewhere Between: Miniserie: Madness","28-01-21"
"Somewhere Between: Miniserie: Into the Fire","27-01-21"
"Somewhere Between: Miniserie: Fate Takes a Holiday","27-01-21"
"Somewhere Between: Miniserie: The Hunter and the Hunted","27-01-21"
"Somewhere Between: Miniserie: 2.0","27-01-21"
"Colombiana","27-01-21"
"Somewhere Between: Miniserie: For One to Live","26-01-21"
"Ted","25-01-21"
"Marvel's The Punisher: Seizoen 2: The Whirlwind","24-01-21"
"Marvel's The Punisher: Seizoen 2: Collision Course","24-01-21"
"Marvel's The Punisher: Seizoen 2: The Abyss","24-01-21"
"Marvel's The Punisher: Seizoen 2: The Dark Hearts of Men","24-01-21"
"Marvel's The Punisher: Seizoen 2: Flustercluck","24-01-21"
"Marvel's The Punisher: Seizoen 2: My Brother's Keeper","24-01-21"
"Marvel's The Punisher: Seizoen 2: One Bad Day","23-01-21"
"Marvel's The Punisher: Seizoen 2: Nakazat","23-01-21"
"Marvel's The Punisher: Seizoen 2: One-Eyed Jacks","23-01-21"
"Marvel's The Punisher: Seizoen 2: Scar Tissue","23-01-21"
"Marvel's The Punisher: Seizoen 2: Trouble the Water","23-01-21"
"Marvel's The Punisher: Seizoen 2: Fight or Flight","23-01-21"
"Marvel's The Punisher: Seizoen 2: Roadhouse Blues","23-01-21"
"Marvel's The Punisher: Memento Mori","23-01-21"
"Marvel's The Punisher: Home","23-01-21"
"Marvel's The Punisher: Danger Close","22-01-21"
"Marvel's The Punisher: Virtue of the Vicious","22-01-21"
"Marvel's The Punisher: Front Toward Enemy","22-01-21"
"Marvel's The Punisher: Cold Steel","21-01-21"
"Marvel's The Punisher: Crosshairs","21-01-21"
"Marvel's The Punisher: The Judas Goat","21-01-21"
"Mitten in Deutschland: NSU: De slachtoffers","21-01-21"
"Marvel's The Punisher: Gunner","20-01-21"
"Marvel's The Punisher: Resupply","20-01-21"
"Marvel's The Punisher: Kandahar","20-01-21"
"Marvel's The Punisher: Two Dead Men","19-01-21"
"Marvel's The Punisher: 3AM","19-01-21"
"Keizersvrouwen: Achter de spiegel","17-01-21"
"Keizersvrouwen: Lokaas","17-01-21"
"Keizersvrouwen: Ontmaskerd","17-01-21"
"Keizersvrouwen: Raak","17-01-21"
"Keizersvrouwen: Tweestrijd","17-01-21"
"Keizersvrouwen: De deal","17-01-21"
"Warrior","15-01-21"
"Never Back Down 2: The Beatdown","14-01-21"
"Keizersvrouwen: Het spel bepaalt de regels","12-01-21"
"Keizersvrouwen: Een dure draai","12-01-21"
"Keizersvrouwen: De allerkleinste zonde","11-01-21"
"Keizersvrouwen: Vrijheid lonkt","11-01-21"
"Lupin: Deel 1: Hoofdstuk 5","09-01-21"
"Lupin: Deel 1: Hoofdstuk 4","09-01-21"
